S.NO.,PROJECT,DESCRIPTION,PART CODE,SERIAL,OPENING STOCK,ISSUED,RECD.,CLOSING STOCK,TEST BENCH,ALMIRA NO,ZONE,BIN,PICTURE,TYPE,LOCATION,COMMON PROJECTS,VENDOR,VENDOR ADDRESS,OLD DESCRIPTION,OLD PARTCODE,REMARKS,Unnamed: 22,Unnamed: 23,Unnamed: 24
365,FLEXI RRH,LAN CABLE 12131 2 MTR,TRD695SCR-7,,3,0,0,3,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
366,FLEXI RRH,"2-POLE, 3-WIRE GROUNDING PLUG LOCKING 12102",2621 L6-30P,,2,0,0,2,,M04,00B,SHELF 1,PICTURE,PLUG,M04-00B-SHELF 1,,,,,,,,,
367,FLEXI RRH,"2-POLE, 3-WIRE GROUNDING PLUG LOCKING 12101",2321 L6-20P,,2,0,0,2,,M04,00B,SHELF 1,PICTURE,PLUG,M04-00B-SHELF 1,,,,,,,,,
368,FLEXI RRH,CHAMBER HARTING CABLE 70242,70242,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
369,FLEXI RRH,USB TYPE A PLUG TO USB TYPE B PLUG  2M 12114,CSMUAB-2M,,6,0,0,6,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,EC0-REL COMPUTER SYSTEMS P LTD,INDIA,,,,,,
370,FLEXI RRH,AMAZON BASICS 7-PORT USB 2.0 HUB 57681,ASIN B00DQFGJR4,,2,0,0,2,,M04,00B,SHELF 1,PICTURE,PORT USB,M04-00B-SHELF 1,,,,,,,,,
371,FLEXI RRH,TERMINATION 53578,403-1,,1,0,0,1,,M04,00B,SHELF 1,PICTURE,TERMINATION,M04-00B-SHELF 1,,,,,,,,,
372,FLEXI RRH,ATTENUATOR 20DB 2W 53935,662-20-1,,1,0,0,1,,M04,00B,SHELF 1,PICTURE,ATTENUATOR,M04-00B-SHELF 1,,,,,,,,,
373,FLEXI RRH,"ORBIS ASSY, PCB, MAIN IF, TRX V1.0",57102-03,,1,0,0,1,,M04,00B,BOX 1,PICTURE,CARD,M04-00B-BOX 1,,NOKIA FINLAND,FINLAND,,,,,,
374,FLEXI RRH,ORBIS OY RELAY DRIVER 8/ INVERTER 51150,94185,,0,0,0,0,,M04,00B,BOX 1,PICTURE,CARD,M04-00B-BOX 1,,NOKIA FINLAND,FINLAND,,,,,,
375,FLEXI RRH,TERMINATION 57362,485-1,,1,0,0,1,,M04,00B,SHELF 1,PICTURE,TERINATION,M04-00B-SHELF 1,,,,,,,,,
376,FLEXI RRH,"FHDI RF COUPLER F:0.4-3 GHZ 55695, 57361",RFDC4M3G20N,,0,0,0,0,,M04,00B,SHELF 1,PICTURE,COUPLER,M04-00B-SHELF 1,,,,,,,,,
377,FLEXI RRH,"FHDI RF COUPLER F:0.4-3 GHZ 55695, 57361",RFDC4M3G10,,1,0,0,1,,M04,00B,SHELF 1,PICTURE,RF SPLITTER,M04-00B-SHELF 1,,,,,,,,,
378,FLEXI RRH,RF CONNECTOR 51047,K-50L-QG,,1,0,0,1,,M04,00B,SHELF 1,PICTURE,CONNECTOR,M04-00B-SHELF 1,,,,,,,,,
379,FLEXI RRH,RF CONNECTOR WITH PROBE 51029-01,K-50B-6,,3,0,0,3,,M04,00B,SHELF 1,PICTURE,CONNECTOR,M04-00B-SHELF 1,,,,,,,,,
380,FLEXI RRH,AISG TEST ADAPTER FHDI,LFNP086480A.101,,10,0,0,10,,M04,00B,SHELF 2,PICTURE,CARD,M04-00B-BOX 1,,NOKIA FINLAND,FINLAND,,,,,,
381,FLEXI RRH,POWER SPLITTER 20-3000 MHZ 54894,ZAPD-30-S+,,2,0,0,2,,M04,00B,SHELF 1,PICTURE,SPLITTER,M04-00B-SHELF 1,,,,,,,,,
382,FRM3.3.2 & VEGAS,INPUT POWER POGO PIN,SH-5 F 18.7 G,PINS,36,0,0,36,,M03,00C,BOX 1,POGO PIN,PIN,M03-00C-BOX 1,FRM 3.2/ VEGAS/ MEDUSA/ QUASAR,ORBIS SYSTEM,INDIA,INPUT POWER POGO PIN,SH-5 F 18.7 G,,,,
383,FRM3.3.2 & VEGAS,INPUT POWER POGO PIN,SHE-5 H 18.7 G,PINS,85,3,0,82,,M03,00C,BOX 1,POGO PIN,PIN,M03-00C-BOX 1,FRM 3.2/ VEGAS/ MEDUSA/ QUASAR,ORBIS SYSTEM,INDIA,FRGT/FRGS SPAREPARTS FOR PSU (CPST),SHE-5 H 18.7 G,,,,
384,KYLIN,48 BLOCK FOR CPST,NA13,,2,0,0,2,,M03,00A,BOX 5,PIN,PIN,M03-00A-BOX 5,,,,48 BLOCK FOR CPST,NA13,,,,
385,FLEXI RRH,LMP ADAPTER FOR FHGA/DG/EI EA034149,086736A.X03,,11,0,0,11,,M04,00B,SHELF 2,PICTURE,CARD,M04-00B-BOX 1,,NOKIA FINLAND,FINLAND,,,,,,
386,FLEXI RRH,OIT ADAPTER,57300-01,,1,0,0,1,,M04,00B,BOX 1,PICTURE,CARD,M04-00B-BOX 1,,NOKIA FINLAND,FINLAND,,,,,,
387,KYLIN,PIN,T25 PRG2509H,,1,0,0,1,,M03,00A,BOX 1,PIN,PIN,M03-00A-BOX 1,,ORBIS SYSTEM,INDIA,PIN,T25 PRG2509H,,,,
388,FRM3.3.2 & VEGAS,TRX POGO PIN,TEST PROBE GKS 003 204 254 A 2000,PINS,24,0,0,24,,M03,00C,BOX 1,POGO PIN,PIN,M03-00C-BOX 1,,ORBIS SYSTEM,INDIA,RFM3.2 (7),TEST PROBE GKS 003 204 254 A 2000,,,,
389,FRM3.3.2 & VEGAS,POGO PIN ,TEST PROBE GKS 075-214-064-A-2800,PINS,10,0,0,10,,M03,00C,BOX 1,POGO PIN,PIN,M03-00C-BOX 1,,ORBIS SYSTEM,INDIA,VEGAS2 FXEP & FRGX PA TEST APPLICATION EMECH SET (1),TEST PROBE GKS 075-214-064-A-2800,,,,
390,FLEXI RRH,RF CABLE EF316D/11SMA/11SMA SMA TO SMA 0.35M 54980,EF316D/11SMA/11SMA 0.35M,,2,0,0,2,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
391,FLEXI RRH,RF CABLE EF316D/11SMA/11SMA SMA TO SMA 3.0 M 57211,EF316D/11SMA/11SMA 3.0 M,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
392,FLEXI RRH,RF CABLE EF400/11SMA/11SMA SMA TO SMA 3.0 M ,EF400/11SMA/11SMA 3.0 M ,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
393,FLEXI RRH,RF CABLE EF400/11SMA/11SMA SMA TO SMA 0.5 M 54551,EF400/11SMA/11SMA 0.5 M ,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
394,FLEXI RRH,RF CABLE EF400/11SMA/11SMA SMA TO SMA 0.35 M 53102,EF400/11SMA/11SMA 0.35 M ,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
395,FLEXI RRH,RF CONNECTOR,47487,,1,0,0,1,,M04,00B,BOX 1,PICTURE,CONNECTOR,M04-00B-BOX 1,,,,,,,,,
396,FLEXI RRH,SYSTEM MODULE CABLE,70245,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
397,FLEXI RRH,RF CABLE SMA TO BNC 0.5 M,70347,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
398,FLEXI RRH,ATTENUATOR 40DB 75 WATTS JFW MODEL 57606,50FHA0-040-75,,1,0,0,1,,M04,00B,SHELF 1,PICTURE,ATTENUATOR,M04-00B-SHELF 1,,,,,,,,,
399,FLEXI RRH,FAN POWER CABLE ,57119-01,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
400,FLEXI RRH,POWER CABLE 3P ENSTO PLUG TO FREE END,00061925,,3,0,0,3,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
401,FLEXI RRH,RF CONNECTOR N JACK TO 7/16 PLUG,242136,,6,0,0,6,,M04,00B,SHELF 1,PICTURE,CONNECTOR,M04-00B-SHELF 2,,,,,,,,,
402,FLEXI RRH,POWER CABLE FHDI 70229,075-000066,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
403,FLEXI RRH,USB EAC CABLE,57109-01,,1,0,0,1,,M04,00B,SHELF 5,PICTURE,CABLE,M04-00B-SHELF 5,,,,,,,,,
404,KYLIN,ADAPTER,53S101-K00N5,,5,0,0,5,,M03,00A,SHELF 3,ADAPTER,ADAPTER,M03-00A-SHELF 3,,,,ADAPTER,53S101-K00N5,,,,
405,MEDUSA,FEBB TEST ADAPTER ,59890,,10,0,0,10,,M05,00D,SHELF 1,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FEBB TEST ADAPTER ,59890,,,,
406,MEDUSA,FEPB FIXTURE ADAPTER,58290,,9,0,0,9,,M05,00D,SHELF 1,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FEPB FIXTURE ADAPTER,58290,,,,
407,MEDUSA,FEBB CLOCK ADAPTER ,60748,,10,0,0,10,,M05,00D,SHELF 1,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FEBB CLOCK ADAPTER ,60748,,,,
408,MEDUSA,FEBB MEC8 TEST ADAPTER ,61012,,20,0,0,20,,M05,00D,SHELF 2,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FEBB MEC8 TEST ADAPTER ,61012,,,,
409,MEDUSA,KVASER LEAF SEMI PRO HS,73-30130-002242-5,,1,0,0,1,,M05,00D,BOX 5,CABLE,CABLE,M05-00D-BOX 5,,,,KVASER LEAF SEMI PRO HS, 73-30130-002242-5,,,,
410,MEDUSA,AVAGO ABCU,ABCU-5710RZ,,4,0,0,4,,M05,00D,SHELF 5,SFP MODULE,SFP MODULE,M05-00D-SHELF 5,,,,AVAGO ABCU,ABCU-5710RZ,,,,
411,MEDUSA,OMRON RELAY,K3-K7 MY2IN 37-120-31,,2,0,0,2,,M05,00D,BOX 5,RELAY,RELAY,M05-00D-BOX 5,MULTIPLE PROJECTS,,,OMRON RELAY,K3-K7 MY2IN 37-120-31,,,,
412,MEDUSA,ADRDVARK ,12C/SPI 2237525681,,0,0,0,0,,M05,00D,SHELF 1,INTERFACE,INTERFACE,M05-00D-SHELF 1,MULTIPLE PROJECTS,,,ADRDVARK ,12C/SPI 2237525681,,,,
413,MEDUSA,FLAT LAN CABLE 2M,951527,,18,1,0,17,,M05,00D,BOX 5,CABLE,CABLE,M05-00D-BOX 5,,EC0-REL COMPUTER SYSTEMS P LTD,DELHI,LAN CABLE 2M ,951527,,,,
414,MEDUSA,FEPB FIXTURE WRIRING BOARD,58294,,3,0,0,3,,M05,00D,SHELF 1,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FEPB FIXTURE WRIRING BOARD,58294,,,,
415,MEDUSA,DIO DRIVER BOARD,00058292,,3,0,0,3,,M05,00D,SHELF 1,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,DIO DRIVER BOARD,00058292,,,,
416,MEDUSA,FESB M3 MDR ,60575,,13,0,0,13,,M05,00D,SHELF 1,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FESB M3 MDR ,60575,,,,
417,MEDUSA,FESB_P1 POW,58388,,15,1,0,14,,M05,00D,SHELF 1,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FESB_P1 POW,58388,,,,
418,MEDUSA,FESB CLOCK ADAPTER ,61014,,10,0,0,10,,M05,00D,SHELF 2,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FESB CLOCK ADAPTER ,61014,,,,
419,MEDUSA,PRESFIT BACKET (1),96 56779 (1),,2,0,0,2,,M05,00D,BOX 5,BACKET,BACKET,M05-00D-BOX 5,,,,PRESFIT BACKET (1),96 56779 (1),,,,
420,MEDUSA,PRESFIT BACKET (2),96 56779 (2),,2,0,0,2,,M05,00D,BOX 5,BACKET,BACKET,M05-00D-BOX 5,,,,PRESFIT BACKET (2),96 56779 (2),,,,
421,MEDUSA,PRESFIT BACKET (3),96 56779 (3),,3,0,0,3,,M05,00D,BOX 5,BACKET,BACKET,M05-00D-BOX 5,,,,PRESFIT BACKET (3),96 56779 (3),,,,
422,MEDUSA,PRESFIT BACKET (4),96 56779 (4),,1,0,0,1,,M05,00D,BOX 5,BACKET,BACKET,M05-00D-BOX 5,,,,PRESFIT BACKET (4),96 56779 (4),,,,
423,MEDUSA,PRESFIT BACKET (5),96 56779 (5),,5,0,0,5,,M05,00D,BOX 5,PANNEL,PANNEL,M05-00D-BOX 5,,,,PRESFIT BACKET (5),96 56779 (5),,,,
424,MEDUSA,PRESFIT BACKET (6),57221,,3,0,0,3,,M05,00D,BOX 5,PANNEL,PANNEL,M05-00D-BOX 5,,,,PRESFIT BACKET (6),57221,,,,
425,MEDUSA,FESB FAN ADAPTER ,61013,,10,0,0,10,,M05,00D,SHELF 2,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FESB FAN ADAPTER ,61013,,,,
426,MEDUSA,FESB ADAPTER ,00061015,,15,0,0,15,,M05,00D,SHELF 1,CARD,CARD,M05-00D-SHELF 1,,NOKIA FINLAND,FINLAND,FESB ADAPTER ,00061015,,,,
427,MEDUSA,INGUN KS,KS--075 47 G,,100,0,0,100,,M05,00D,BOX 4,PINS,PIN,M05-00D-BOX 4,MULTIPLE PROJECTS,,,INGUN KS,075 47 G,,,,
428,MEDUSA,MDR 36 CONNECTOR,NA 23,,0,0,0,0,,M05,00D,BOX 4,CONNECTOR,CONNECTOR,M05-00D-BOX 4,FRM 3.2/ VEGAS/ QUASAR/ MEDUSA,,,MDR 36 CONNECTOR,NA 23,,,,
429,MEDUSA,MDR CABLE,14 133-105618,,3,0,0,3,,M05,00D,BOX 4,CABLE,CABLE,M05-00D-BOX 4,,,,MDR CABLE,14 133-105618,,,,
430,MEDUSA,MDR 26 CONNECTOR (1),NA 24,,5,0,0,5,,M05,00D,BOX 4,CONNECTOR,CONNECTOR,M05-00D-BOX 4,,,,MDR 26 CONNECTOR (1),NA 24,,,,
431,MEDUSA,MDR 26 CONNECTOR (2),NA 25,,6,0,0,6,,M05,00D,BOX 4,CONNECTOR,CONNECTOR,M05-00D-BOX 4,FRM 3.2/ VEGAS/ MEDUSA/ QUASAR,,,MDR 26 CONNECTOR (2),NA 25,,,,
432,MEDUSA,MDR 14 CONNECTOR,NA 26,,5,0,0,5,,M05,00D,BOX 4,CONNECTOR,CONNECTOR,M05-00D-BOX 4,,,,MDR 14 CONNECTOR,NA 26,,,,
433,MEDUSA,FCI CONNECTOR (3),85757-120LF,,46,0,0,46,,M05,00D,SHELF 5,CONNECTOR,CONNECTOR,M05-00D-SHELF 5,,,,FCI CONNECTOR (3),85757-120LF,,,,
434,MEDUSA,FCI CONNECTOR (4),70232-121LF,,27,0,0,27,,M05,00D,SHELF 5,CONNECTOR,CONNECTOR,M05-00D-SHELF 5,,,,FCI CONNECTOR (4),70232-121LF,,,,
435,MEDUSA,ESMX FIM INTERFACE TEST ADAPTER ,00059924,,12,0,0,12,,M05,00D,SHELF 2,CARD,CARD,M05-00D-SHELF 2,,,,ESMX FIM INTERFACE TEST ADAPTER ,00059924,,,,
436,MEDUSA,"FO PATCH CORD 2X G50/125 OM3, 1.5M CABLE",L00871A0021,,18,0,0,18,,M06,00D,SHELF 2,CABLE,CABLE,M06-00D-SHELF 2,,NOKIA FINLAND,FINLAND,"FO PATCH CORD 2X G50/125 OM3, 1.5M CABLE",L00871A0021,,,,
437,MEDUSA,SFP 1GE 10KM 1310NM,471880A.101,,1,0,0,1,,M05,00D,BOX 5,SFP,SFP,M05-00D-BOX 5,,,,SFP 1GE 10KM 1310NM,471880A.101,,,,
438,MEDUSA,FOSG SFP 3G 300M 850NM,472063A.101,,1,0,0,1,,M05,00D,BOX 5,SFP,SFP,M05-00D-BOX 5,,,,FOSG SFP 3G 300M 850NM,472063A.101,,,,
439,COMPASS,USB CABLE (WHITE),US125 MICRO 2.0 3M,,0,0,0,0,,M05,00D,SHELF 4,CABLE,CABLE,M05-00D-SHELF 4,,,,USB CABLE (WHITE),US125 MICRO 2.0 3M,,,,
440,COMPASS,COAXIAL CABLE,C1011024,,19,0,0,19,,M06,00D,SHELF 1,CABLE,CABLE,M06-00D-SHELF 1,,,, COAXIAL CABLE,C1011024,,,,
441,COMPASS,PATCH CORD OPTICAL CABLE BIG,"HTGD GJFH-8A1 A 2(OM3)IEC 60332-3-24,60332-1",,11,1,0,10,,M06,00D,SHELF 1,CABLE,CABLE,M06-00D-SHELF 1,,ORBIS SYSTEM,INDIA, OPTICAL CABLE BIG,"HTGD GJFH-8A1 A 2(OM3)IEC 60332-3-24,60332-1",,,,
442,COMPASS,HOOK FOR UNIT FAN MODULE PART,JIG,,2,0,0,2,,M06,00D,SHELF 4,JIG,JIG,M06-00D-SHELF 4,,,,HOOK FOR UNIT,JIG,,,,
443,COMPASS,IP TEST ADAPTER,IP TEST ADAPTER,,0,0,0,0,,M05,00D,BOX 5,ADAPTER,IP TESTER,M05-00D-BOX 5,,,,IP TEST ADAPTER,IP TEST ADAPTER,,,,
444,COMPASS,SMPMAX-SMA,R191.681.020,,79,0,0,79,,M05,00D,BOX 5,CONNECTOR,CONNECTOR,M05-00D-BOX 5,,,,SMPMAX-SMA,R191.681.020,,,,
445,COMPASS,LMI  CABLE,MDR26,,0,0,0,0,,M05,00D,SHELF 4,CABLE,CABLE,M05-00D-SHELF 4,,,,LMI  CABLE,MDR26,,,,
446,COMPASS,SMPMAX-SMPMAX ,5429176,,3263,0,0,3263,,M05,00D,SHELF 2,ADAPTER,CONNECTOR,M05-00D-SHELF 3,,,,SMPMAX-SMPMAX ,5429176,,,,
447,COMPASS,AAHB PLL_CLOCK BOX CARD,089569A.X12,,2,0,0,2,,M05,00D,BOX 4,CARD,CARD,M05-00D-BOX 4,,,,AAHB PLL_CLOCK BOX CARD,089569A.X12,,,,
448,COMPASS,POWER DC MAX,NA 28,,1,0,0,1,,M06,00D,SHELF 4,ADAPTER,ADAPTER,M06-00D-SHELF 4,,,,POWER DC MAX,NA 28,,,,
449,COMPASS,LED SFP MODULE ,EI-12-07002-004,,35,0,0,35,,M05,00D,SHELF 5,SFP,SFP,M05-00D-SHELF 5,,ORBIS SYSTEM,INDIA,LED SFP MODULE ,EI-12-07002-004,,,,
450,COMPASS,SFP FOTA,473471A.101,,53,0,0,53,,M05,00D,SHELF 2,SFP ,SFP,M05-00D-SHELF 3,,NOKIA CHINA,CHINA,FOTA,473471A.101,,,,
451,COMPASS,FAN MODULE FOR RU TEST,na 10,,2,0,0,2,,M06,00D,SHELF 4,FAN,FAN,M06-00D-SHELF 4,,,,FAN MODULE FOR RU TEST,na 10,,,,
452,COMPASS,WING SCREW,133-143470-00 M3X30 MM,,15,0,0,15,,M05,00D,SHELF 2,SCREW,SCREW,M05-00D-SHELF 3,,,,WING SCREW,133-143470-00 M3X30 MM,,,,
453,COMPASS,BLK-18-S+ DC-BLOCK 50 OHM 31749 MCL 15542,MCL 15542,,10,0,0,10,,M05,00D,BOX 4,CONNECTOR,CONNECTOR,M05-00D-BOX 4,,ORBIS SYSTEM,INDIA,BLK-18-S+ DC-BLOCK 50 OHM 31749 MCL 15542,NA (0),,,,
454,COMPASS,RF RELAY TRANS BOARD A01,SF54211A1,,4,0,0,4,,M05,00D,BOX 2,CARD,CARD,M05-00D-BOX 2,,,,RF RELAY TRANS BOARD A01,SF54211A1,,,,
455,COMPASS,SIFO 1,SF56044C0,,8,0,0,8,,M05,00D,BOX 2,CARD,CARD,M05-00D-BOX 2,,,,SIFO 1,SF56044C0,,,,
456,COMPASS,"RF CABLE '0.6-6GHZ, SMA (M) TO SMA (M) , 3M-",HJ SR 18G-SS11-3000,,29,0,0,29,,M06,00D,SHELF 1,CABLE,CABLE,M06-00D-SHELF 1,,,,RF CABLE ,"0.6-6GHZ, SMA (M) TO SMA (M) , 3M- HJ SR 18G-SS11-3000",,,,
457,COMPASS,AAHB PSU X40003(3X4) ADAPTER BOARD COO,SF56040C0,,12,0,0,12,,M05,00D,BOX 1,CARD,CARD,M05-00D-BOX 1,,,,AAHB PSU X40003(3X4) ADAPTER BOARD COO,SF56040C0,,,,
458,COMPASS,RELAY DRIVER BOARD A01,SF54210A1,,3,0,0,3,,M05,00D,BOX 1,CARD,CARD,M05-00D-BOX 1,,,,RELAY DRIVER BOARD A01,SF54210A1,,,,
459,COMPASS,SIFO 2,SF56043C0,,6,0,0,6,,M05,00D,BOX 3,CARD,CARD,M05-00D-BOX 3,,,,SIFO 2,SF56043C0,,,,
460,COMPASS,SIFO 3,SF56042C0,,7,0,0,7,,M05,00D,BOX 3,CARD,CARD,M05-00D-BOX 3,,,,SIFO 3,SF56042C0,,,,
461,COMPASS,AAHB BB ADAPTER BOARD C00,SF56052C0,,8,0,0,8,,M05,00D,BOX 2,CARD,CARD,M05-00D-BOX 2,,,,AAHB BB ADAPTER BOARD C00,SF56052C0,,,,
462,COMPASS,AAHB PSU SIGNAL ALTERNATIVE BOARD B01,SF56041C0,,12,0,0,12,,M05,00D,BOX 1,CARD,CARD,M05-00D-BOX 1,,,,AAHB PSU SIGNAL ALTERNATIVE BOARD B01,SF56041C0,,,,
463,COMPASS,AAHB BB ADAPTER BOARD C00 (1),SF56050C0,,10,0,0,10,,M05,00D,BOX 3,CARD,CARD,M05-00D-BOX 3,,,,AAHB BB ADAPTER BOARD C00 (1),SF56050C0,,,,
464,COMPASS,AAHB BB ADAPTER BOARD C00 (2),SF56051C0,,8,0,0,8,,M05,00D,BOX 3,CARD,CARD,M05-00D-BOX 3,,,,AAHB BB ADAPTER BOARD C00 (2),SF56051C0,,,,
465,COMPASS,AAHB BB 5V TO 3V3 ADAPTER BOARD A00,SF56070A0,,10,0,0,10,,M05,00D,BOX 2,CARD,CARD,M05-00D-BOX 2,,,,AAHB BB 5V TO 3V3 ADAPTER BOARD A00,SF56070A0,,,,
466,COMPASS,PA CALIBRATION CONNECTOR (1),34_N-50-0-1/133_NE,,4,0,0,4,,M05,00D,BOX 4,ADAPTER,ADAPTER,M05-00D-BOX 4,,,,PA CALIBRATION CONNECTOR (1),34_N-50-0-1/133_NE,,,,
467,COMPASS,PA CALIBRATION CONNECTOR (2),NA 29,,0,0,0,0,,M05,00D,SHELF 2,ADAPTER,CONNECTOR,M05-00D-SHELF 2,,,,PA CALIBRATION CONNECTOR (2),NA 29,,,,
468,COMPASS,PA CALIBRATION CONNECTOR (3),NA 30,,0,0,0,0,,M05,00D,SHELF 2,ADAPTER,ADAPTER,M05-00D-SHELF 2,,,,PA CALIBRATION CONNECTOR (3),NA 30,,,,
469,COMPASS,PA CALIBRATION CONNECTOR (4),32_SMA-50-0-1/111_NE,,0,0,0,0,,M05,00D,SHELF 2,ADAPTER,ADAPTER,M05-00D-SHELF 2,,,,PA CALIBRATION CONNECTOR (4),32_SMA-50-0-1/111_NE,,,,
470,COMPASS,AAHF SPARE ,090705A X 11,,30,0,0,30,,M05,00D,SHELF 4,CARD,CARD,M05-00D-SHELF 4,,,,AAHF SPARE ,090705A X 11,,,,
471,COMPASS,AAHF SPARE (1),090704A X 11,,22,0,0,22,,M05,00D,SHELF 4,CARD,CARD,M05-00D-SHELF 4,,,,AAHF SPARE (1),090704A X 11,,,,
472,COMPASS,COAXIAL CABLE HANGER,2071FT1203EB,,2,0,0,2,,M05,00D,SHELF 5,HANGER,HANGER,M05-00D-SHELF 4,,,, COAXIAL CABLE HANGER,2071FT1203EB,,,,
473,COMPASS,LOW PIM TERMINATION 400-6000 MHZ 100W,R.22.I4013148,,18,0,0,18,,M05,00D,SHELF 2,PICTURE,CONNECTOR,M05-00D-SHELF 3,,ORBIS SYSTEM,INDIA,,,,,,
474,COMPASS,FOCX QSFP + MPO 4X 10G,474333A.101/POCS-MX3-85-CG-A,,32,0,0,32,,M05,00D,SHELF 2,SFP,SFP,M05-00D-SHELF 3,,ORBIS SYSTEM,INDIA,FOCX QSFP + MPO 4X 10G,474333A.101/POCS-MX3-85-CG-A,,,,
475,COMPASS,RF CABLE BIG,SUPER RELIABLE-18G-SS11-3000 BIG,,10,0,0,10,,M06,00D,SHELF 1,CABLE,CABLE,M06-00D-SHELF 1,,,,RF CABLE BIG,SUPER RELIABLE-18G-SS11-3000 BIG,,,,
476,COMPASS,PATCH CORD OPTICAL CABLE SMALL,"MPO-4DLC-LC3, 3M F.04.I9000174",,12,0,0,12,,M06,00D,SHELF 2,CABLE,CABLE,M06-00D-SHELF 2,,ORBIS SYSTEM,INDIA, OPTICAL CABLE SMALL,"MPO-4DLC-LC3, 3M F.04.I9000174",,,,
477,COMPASS,DC 12 V POWER SOCKET 30 CM,C05-00000061,,2,0,0,2,,M06,00D,BOX 4,PICTURE,CABLE,M06-00D-BOX 4,,ORBIS SYSTEM,INDIA,DC 12 V POWER SOCKET 30 CM,C05-00000061,,,,
478,COMPASS,PCBA RELAY DRIVER,602-000438-00,SF54211A1,2,0,0,2,,M06,00D,BOX 4,PICTURE,CARD,M06-00D-BOX 4,,ORBIS SYSTEM,INDIA,PCBA RELAY DRIVER,602-000438-00,,,,
479,COMPASS,"BUTTON WITH LED, GREEN, NO, VDC 24V 22MM",110-000118-00,,2,0,0,2,,M06,00D,BOX 4,PICTURE,BUTTON,M06-00D-BOX 4,,ORBIS SYSTEM,INDIA,"BUTTON WITH LED, GREEN, NO, VDC 24V 22MM",110-000118-00,,,,
480,COMPASS,"BUTTON WITH LED, RED, NO, VDC 24V 22MM",110-000119-00,,2,0,0,2,,M06,00D,BOX 4,PICTURE,BUTTON,M06-00D-BOX 4,,ORBIS SYSTEM,INDIA,"BUTTON WITH LED, RED, NO, VDC 24V 22MM",110-000119-00,,,,
481,COMPASS,"N RF CONNECTOR, 34_N-SMA-50-1/193_UE",101-000259-00,,5,0,0,5,,M06,00D,BOX 4,PICTURE,CONNECTOR,M06-00D-BOX 4,,ORBIS SYSTEM,INDIA,"N RF CONNECTOR, 34_N-SMA-50-1/193_UE",101-000259-00,,,,
482,COMPASS,BLUE CONNECTING TERMINAL,X04-00000005,,2,0,0,2,,M06,00D,BOX 4,PICTURE,TERMINAL,M06-00D-BOX 4,,ORBIS SYSTEM,INDIA,BLUE CONNECTING TERMINAL,X04-00000005,,,,
483,COMPASS,"DC-DC REGULATOR, INSTALLED ON RAIL 18-36 VDC",112-000054-00,,1,0,0,1,,M06,00D,BOX 4,PICTURE,REGULATOR,M06-00D-BOX 4,,ORBIS SYSTEM,INDIA,"DC-DC REGULATOR, INSTALLED ON RAIL 18-36 VDC",112-000054-00,,,,
484,COMPASS,"DC-DC REGULATOR, MORNSUN VRB2412LD-50W",112-000079-00,,1,0,0,1,,M06,00D,BOX 4,PICTURE,REGULATOR,M06-00D-BOX 4,,ORBIS SYSTEM,INDIA,"DC-DC REGULATOR, MORNSUN VRB2412LD-50W",112-000079-00,,,,
485,COMPASS,PIN,H06-50000240-01,,94,1,0,93,,M05,00D,SHELF 2,PINS,PIN,M05-00D-SHELF 3,,ORBIS SYSTEM,INDIA,PIN,H06-50000240-01,,,,
